"organization_name","title_es","title_en","summary_es","summary_en","description_es","description_en","slug","primary_category","additional_categories","keywords_es","keywords_en","languages","service_methods","cost_type","eligibility_es","eligibility_en","required_documents_es","required_documents_en","application_steps_es","application_steps_en","hours_es","hours_en","accessibility_notes_es","accessibility_notes_en","service_area_es","service_area_en","phone","sms_phone","whatsapp_phone","email","website_url","address_line_1","address_line_2","city","state","postal_code","county","latitude","longitude","source_url","is_featured","is_emergency","last_verified_at","verification_notes"
"The Source Women's Health Center","Servicios de salud para mujeres","Women’s health services","Servicios de salud para mujeres","Women's health services","Servicios de salud para mujeres","Women's health services","the-source-women-s-health-center-women-s-health-services","salud","","Servicios de salud para mujeres|The Source Women's Health Center","Women’s health services|The Source Women's Health Center","es","in_person|phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","Horario: lunes a viernes, 9:00 a. m. a 5:00 p. m.","Hours: Mon - Fri, 9:00 AM - 5:00 PM","","","Austin, Condado de Travis","Austin, Travis County","512-374-0055","","","","https://www.thesource.org/all-locations/austin","1007 E 41st St.","","Austin","TX","78751","Travis","","","https://www.thesource.org/all-locations/austin","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Northeast Health Resource Center","Pañales y productos menstruales gratuitos","Free diapers and menstrual products","Pañales Y Productos Femeninos Gratis Pañales: Varios Tamaños (Prematuro - Tamaño 6) Si es la primera vez que utiliza este servicio, por favor traiga el certificado de nacimiento de cada niño. Toallitas Para Bebés, Fórmula Para Bebés: Las Marcas/Tamaños Varían Pañales De Natación: S - L, Pull-Ups: 2t…","Free Diapers and Feminine Products Diapers: Various Sizes (Preemie - Size 6) If this is your first time using this service, please bring the birth certificate for each child. Baby Wipes, Baby Formula: Brands/Sizes Vary Swim Diapers: S - L, Pull-Ups: 2t - 5t Menstrual Products (Kotex & Panty Liners)…","Pañales Y Productos Femeninos Gratis Pañales: Varios Tamaños (Prematuro - Tamaño 6) Si es la primera vez que utiliza este servicio, por favor traiga el certificado de nacimiento de cada niño. Toallitas Para Bebés, Fórmula Para Bebés: Las Marcas/Tamaños Varían Pañales De Natación: S - L, Pull-Ups: 2t - 5t Productos Menstruales (Kotex & Panty Liners) Horario De Recogida No se necesita cita previa, se recomienda llamar antes. El Centro de Recursos se encuentra en el lado de Loyola Lane de la escuela, por el estacionamiento.","Free Diapers and Feminine Products Diapers: Various Sizes (Preemie - Size 6) If this is your first time using this service, please bring the birth certificate for each child. Baby Wipes, Baby Formula: Brands/Sizes Vary Swim Diapers: S - L, Pull-Ups: 2t - 5t Menstrual Products (Kotex & Panty Liners) Pickup Hours No appointment necessary, calling ahead is recommended. The Resource Center is located on the Loyola Lane side of the school, by the parking lot.","northeast-health-resource-center-free-diapers-and-menstrual-products","salud","","Pañales y productos menstruales gratuitos|Northeast Health Resource Center","Free diapers and menstrual products|Northeast Health Resource Center","es","in_person|phone","free","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","De Lunes a Viernes: 8 a.m.- 5 p.m.","Monday to Friday: 8 a.m.- 5 p.m.","","","Austin, Condado de Travis","Austin, Travis County","512-978-8680","","","","","6711 Johnny Morris Rd.","","Austin","TX","78724","Travis","","","","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Austin Public Health","Centro Vecinal Dove Springs","Dove Springs Neighborhood Center","Apoyo laboral, ayuda para solicitar beneficios, beneficios de administración de casos, participación activa y ganancias, exámenes de salud gratuitos Centro de salud pública de Dove Springs - Sur de Austin","Employment support, help applying for benefits, benefits of case management, actively participate and earn, free health screenings Dove Springs Public Health Center -- South Austin","Apoyo laboral, ayuda para solicitar beneficios, beneficios de administración de casos, participación activa y ganancias, exámenes de salud gratuitos Centro de salud pública de Dove Springs - Sur de Austin","Employment support, help applying for benefits, benefits of case management, actively participate and earn, free health screenings Dove Springs Public Health Center -- South Austin","austin-public-health-dove-springs-neighborhood-center","otros-recursos","","Centro Vecinal Dove Springs|Austin Public Health","Dove Springs Neighborhood Center|Austin Public Health","en","in_person|phone|online","free","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","512-972-6699","","","","https://www.austintexas.gov/services/get-help-neighborhood-centers","5811 Palo Blanco Lane","","Austin","TX","78744","Travis","","","https://www.austintexas.gov/services/get-help-neighborhood-centers","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Austin Public Health","Centro Comunitario St. John","St. John Community Center","Apoyo laboral, ayuda para solicitar beneficios, beneficios de administración de casos, participación activa y ganancias, exámenes de salud gratuitos St. John Community Center - Noreste de Austin","Employment support, help applying for benefits, benefits of case management, actively participate and earn, free health screenings St. John Community Center -- Northeast Austin","Apoyo laboral, ayuda para solicitar beneficios, beneficios de administración de casos, participación activa y ganancias, exámenes de salud gratuitos St. John Community Center - Noreste de Austin","Employment support, help applying for benefits, benefits of case management, actively participate and earn, free health screenings St. John Community Center -- Northeast Austin","austin-public-health-st-john-community-center","otros-recursos","","Centro Comunitario St. John|Austin Public Health","St. John Community Center|Austin Public Health","en","in_person|phone|online","free","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","512-972-5159","","","","https://www.austintexas.gov/services/get-help-neighborhood-centers","7500 Blessing Avenue","","Austin","TX","78752","Travis","","","https://www.austintexas.gov/services/get-help-neighborhood-centers","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Austin Public Health","Centro Vecinal del Este de Austin","East Austin Neighborhood Center","Apoyo laboral, ayuda para solicitar beneficios, beneficios de administración de casos, participación activa y ganancias, exámenes de salud gratuitos East Austin Neighborhood Center - East Austin","Employment support, help applying for benefits, benefits of case management, actively participate and earn, free health screenings East Austin Neighborhood Center -- East Austin","Apoyo laboral, ayuda para solicitar beneficios, beneficios de administración de casos, participación activa y ganancias, exámenes de salud gratuitos East Austin Neighborhood Center - East Austin","Employment support, help applying for benefits, benefits of case management, actively participate and earn, free health screenings East Austin Neighborhood Center -- East Austin","austin-public-health-east-austin-neighborhood-center","otros-recursos","","Centro Vecinal del Este de Austin|Austin Public Health","East Austin Neighborhood Center|Austin Public Health","en","in_person|phone|online","free","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","512-972-6650","","","","https://www.austintexas.gov/services/get-help-neighborhood-centers","211 Comal Street","","Austin","TX","78702","Travis","","","https://www.austintexas.gov/services/get-help-neighborhood-centers","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Austin Public Health","Centro Comunitario Montopolis","Montopolis Community Center","Apoyo laboral, ayuda para solicitar beneficios, beneficios de administración de casos, participación activa y ganancias, exámenes de salud gratuitos Montopolis Community Center - Sureste de Austin","Employment support, help applying for benefits, benefits of case management, actively participate and earn, free health screenings Montopolis Community Center -- Southeast Austin","Apoyo laboral, ayuda para solicitar beneficios, beneficios de administración de casos, participación activa y ganancias, exámenes de salud gratuitos Montopolis Community Center - Sureste de Austin","Employment support, help applying for benefits, benefits of case management, actively participate and earn, free health screenings Montopolis Community Center -- Southeast Austin","austin-public-health-montopolis-community-center","otros-recursos","","Centro Comunitario Montopolis|Austin Public Health","Montopolis Community Center|Austin Public Health","en","in_person|phone|online","free","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","512-972-6705","","","","https://www.austintexas.gov/services/get-help-neighborhood-centers","1200 Montopolis Drive","","Austin","TX","78741","Travis","","","https://www.austintexas.gov/services/get-help-neighborhood-centers","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Foundation Communities","Prosper Center Norte","Prosper Center North","Bienestar financiero, ayuda fiscal, centro universitario, cobertura de salud Rutas de autobuses del norte: 7, 337, 350","Financial wellness, tax help, college hub, health coverage North Bus Routes: 7, 337, 350","Bienestar financiero, ayuda fiscal, centro universitario, cobertura de salud Rutas de autobuses del norte: 7, 337, 350","Financial wellness, tax help, college hub, health coverage North Bus Routes: 7, 337, 350","foundation-communities-prosper-center-north","recursos-financieros","","Prosper Center Norte|Foundation Communities","Prosper Center North|Foundation Communities","en","in_person|phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","737-717-4000","","","","https://foundcom.org/prosper-centers","5900 Airport Blvd","","Austin","TX","78752","Travis","","","https://foundcom.org/prosper-centers","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Foundation Communities","Prosper Center Sur","Prosper Center South","Bienestar financiero, ayuda fiscal, centro universitario, cobertura de salud Ruta de autobús sur: 300","Financial wellness, tax help, college hub, health coverage South Bus Route: 300","Bienestar financiero, ayuda fiscal, centro universitario, cobertura de salud Ruta de autobús sur: 300","Financial wellness, tax help, college hub, health coverage South Bus Route: 300","foundation-communities-prosper-center-south","recursos-financieros","","Prosper Center Sur|Foundation Communities","Prosper Center South|Foundation Communities","en","in_person|phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","737-717-4000","","","","https://foundcom.org/prosper-centers","2900 S I-35 Frontage Rd","","Austin","TX","78704","Travis","","","https://foundcom.org/prosper-centers","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Dress for Success Austin","Apoyo laboral y ropa profesional","Employment and professional clothing support","Harolyn Collins Administradora de Servicios al Cliente Nina Guilford Gerente de Programa Haley Poorman Gerente de Voluntarios dressforsuccessaustin.org","Harolyn Collins Client Services Administrator Nina Guilford Program Manager Haley Poorman Volunteer Manager dressforsuccessaustin.org","Harolyn Collins Administradora de Servicios al Cliente Nina Guilford Gerente de Programa Haley Poorman Gerente de Voluntarios dressforsuccessaustin.org","Harolyn Collins Client Services Administrator Nina Guilford Program Manager Haley Poorman Volunteer Manager dressforsuccessaustin.org","dress-for-success-austin-employment-and-professional-clothing-support","otros-recursos","","Apoyo laboral y ropa profesional|Dress for Success Austin","Employment and professional clothing support|Dress for Success Austin","en","in_person|phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","512-389-3723","","","harolyn@dressforsuccessaustin.org","http://dressforsuccessaustin.org/","3000 S. 1-35 Frontage Road #180","","Austin","TX","78704","Travis","","","http://dressforsuccessaustin.org/","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Any Baby Can","Servicios de apoyo familiar","Family support services","Fortalece a las familias para que los niños tengan éxito. Con servicios que atienden a los clientes dondequiera que estén, nuestro equipo brinda telesalud y terapias en el hogar, educación para padres, asesoramiento sobre salud mental, administración de casos médicos, navegación de recursos y otros…","Strengthens families so children succeed. With services that meet clients where they are, our team provides telehealth and in-home therapies, parent education, mental health counseling, medical case management, resource navigation, and other support services.","Fortalece a las familias para que los niños tengan éxito. Con servicios que atienden a los clientes dondequiera que estén, nuestro equipo brinda telesalud y terapias en el hogar, educación para padres, asesoramiento sobre salud mental, administración de casos médicos, navegación de recursos y otros servicios de apoyo.","Strengthens families so children succeed. With services that meet clients where they are, our team provides telehealth and in-home therapies, parent education, mental health counseling, medical case management, resource navigation, and other support services.","any-baby-can-family-support-services","otros-recursos","","Servicios de apoyo familiar|Any Baby Can","Family support services|Any Baby Can","en","online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","","https://anybabycan.org/resources","","","","TX","","","","","https://anybabycan.org/resources","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Texas Health and Human Services Commission","Asistencia Temporal para Familias Necesitadas (TANF)","Temporary Assistance for Needy Families (TANF)","Asistencia Temporal para Familias Necesitadas (TANF)","Temporary Assistance for Needy Families (TANF)","Asistencia Temporal para Familias Necesitadas (TANF)","Temporary Assistance for Needy Families (TANF)","texas-health-and-human-services-commission-temporary-assistance-for-needy-families-tanf","recursos-financieros","","Asistencia Temporal para Familias Necesitadas (TANF)|Texas Health and Human Services Commission","Temporary Assistance for Needy Families (TANF)|Texas Health and Human Services Commission","es","online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","","https://connectatx.uwatx.org/texas-health-and-human-services-commission-%2528hhsc%2529--houston-tx--temporary-assistance-for-needy-families-%2528tanf%2529/4839694886633472?lang=es&ref=share_bulk_email","","","","TX","","","","","https://connectatx.uwatx.org/texas-health-and-human-services-commission-%2528hhsc%2529--houston-tx--temporary-assistance-for-needy-families-%2528tanf%2529/4839694886633472?lang=es&ref=share_bulk_email","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"St. Austin Catholic Parish","Programa de alcance comunitario","Outreach Program","Programa de extensión","Outreach Program","Programa de extensión","Outreach Program","st-austin-catholic-parish-outreach-program","recursos-financieros","","Programa de alcance comunitario|St. Austin Catholic Parish","Outreach Program|St. Austin Catholic Parish","en","online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","","https://connectatx.uwatx.org/st.-austin-catholic-parish--austin-tx--outreach-program/1850055?lang=es&ref=share_bulk_email","","","","TX","","","","","https://connectatx.uwatx.org/st.-austin-catholic-parish--austin-tx--outreach-program/1850055?lang=es&ref=share_bulk_email","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Travis County Health and Human Services","Evaluación para asistencia financiera","Financial assistance screening","Evaluación para asistencia financiera","Evaluation for financial assistance","Evaluación para asistencia financiera","Evaluation for financial assistance","travis-county-health-and-human-services-financial-assistance-screening","recursos-financieros","","Evaluación para asistencia financiera|Travis County Health and Human Services","Financial assistance screening|Travis County Health and Human Services","es","online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","","https://tchhs.my.site.com/ecmsclientportal/s/prescreeningtool?language=es","","","","TX","","","","","https://tchhs.my.site.com/ecmsclientportal/s/prescreeningtool?language=es","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"The Rathgeber Center for Families","Refugio y apoyo para familias","Family shelter and support","Refugio y apoyo para familias","Shelter and support for families","Refugio y apoyo para familias","Shelter and support for families","the-rathgeber-center-for-families-family-shelter-and-support","vivienda","","Refugio y apoyo para familias|The Rathgeber Center for Families","Family shelter and support|The Rathgeber Center for Families","es","phone","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","737-256-6926","","","","","","","","TX","","","","","","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Navarro High School Family Resource Center","Apoyo del Centro de Recursos Familiares","Family Resource Center support","Apoyo del Centro de Recursos Familiares","Family Resource Center support","Apoyo del Centro de Recursos Familiares","Family Resource Center support","navarro-high-school-family-resource-center-family-resource-center-support","otros-recursos","","Apoyo del Centro de Recursos Familiares|Navarro High School Family Resource Center","Family Resource Center support|Navarro High School Family Resource Center","en","in_person|phone","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","512-414-4344","","","","","1111 Fairfield Dr","","Austin","TX","78758","Travis","","","","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Lincoln-Goldfinch Law","Servicios legales de inmigración","Immigration legal services","Sitio web","Sitio web","Sitio web","Sitio web","lincoln-goldfinch-law-immigration-legal-services","ayuda-legal","","Servicios legales de inmigración|Lincoln-Goldfinch Law","Immigration legal services|Lincoln-Goldfinch Law","en","in_person|phone|online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin, Condado de Travis","Austin, Travis County","855-502-0555","","","","https://www.lincolngoldfinch.com/","1005 E 40th St","","Austin","TX","78751","Travis","","","https://www.lincolngoldfinch.com/","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Half Helen Foundation","Exámenes comunitarios de la vista","Community eye exams","Exámenes de la vista comunitarios","Community eye exams","Exámenes de la vista comunitarios","Community eye exams","half-helen-foundation-community-eye-exams","salud","","Exámenes comunitarios de la vista|Half Helen Foundation","Community eye exams|Half Helen Foundation","en","online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","","https://halfhelen.org/community","","","","TX","","","","","https://halfhelen.org/community","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"LULAC","Defensa y apoyo comunitario","Community advocacy and support","Defensa y apoyo comunitario","Community advocacy and support","Defensa y apoyo comunitario","Community advocacy and support","lulac-community-advocacy-and-support","otros-recursos","","Defensa y apoyo comunitario|LULAC","Community advocacy and support|LULAC","en","online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","","https://lulac.org/","","","","TX","","","","","https://lulac.org/","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
"Native Translation Services","Traducción, interpretación y notarización","Translation, interpretation and notarization","Sitio web: https://nativetranslation.org/","Website: https://nativetranslation.org/","Sitio web: https://nativetranslation.org/","Website: https://nativetranslation.org/","native-translation-services-translation-interpretation-and-notarization","otros-recursos","","Traducción, interpretación y notarización|Native Translation Services","Translation, interpretation and notarization|Native Translation Services","en","online","unknown","","","","","Comunícate con la organización para confirmar disponibilidad, requisitos y cómo solicitar el servicio.","Contact the organization to confirm availability, requirements, and how to request the service.","","","","","Austin y comunidades cercanas del Centro de Texas","Austin and surrounding Central Texas communities","","","","","https://nativetranslation.org/","","","","TX","","","","","https://nativetranslation.org/","false","false","","Convertido de “Resource List CMM Updated.docx” el 2026-08-10. Revisar los datos y la fuente oficial antes de publicar."
